acc_MG	acc_LF82	Perc_cov	Perc_id	gene_name_MG	gene_id_MG	gene_name_LF82	gene_id_LF82	Log2FC_LF82	padj_LF82	Log2FC_MG	padj_MG
NP_416831.1	WP_001043802.1	100	98.54	mepA	b2328	mepA	LF82_RS12230	0.20295123	0.535588835	-0.385328753	0.00362886
NP_414696.1	WP_000045295.1	100	99.296	hemL	b0154	hemL	LF82_RS00820	0.157379294	0.549210551	-0.418607087	2.58112E-05
NP_414680.4	WP_000591066.1	100	76.19	yadM	b0138	yadL	LF82_RS00740	-0.272236564	NA	0.008118559	NA
NP_415775.4	WP_000807651.1	100	100	yciG	b1259	yciG	LF82_RS06700	NA	NA	NA	NA
NP_416148.1	WP_000920799.1	100	99.029	rsxG	b1631	rsxG	LF82_RS08480	-0.161946527	0.648783944	0.066780684	0.742639691
NP_415012.1	WP_001251634.1	100	99.754	fsr	b0479	fsr	LF82_RS02365	-0.19910915	0.558088219	-0.247085453	0.242079955
NP_417619.1	WP_000646033.1	100	100	dolP	b3150	dolP	LF82_RS16515	-0.186558832	0.546283499	0.256814192	0.110609758
NP_418372.1	WP_000702296.1	100	95.545	yiiX	b3937	yiiX	LF82_RS20755	-0.19513308	0.56964255	0.510291572	9.52909E-05
NP_417700.2	WP_001295270.1	100	100	zapG	b3233	zapG	LF82_RS16895	-0.429878869	0.14662016	0.348044708	0.001156517
NP_416973.1	WP_001295469.1	100	99.658	dapA	b2478	dapA	LF82_RS12865	0.08304701	0.812701457	0.227073588	0.005107535
NP_417171.1	WP_001296316.1	100	99.805	emrB	b2686	emrB	LF82_RS13925	0.122197931	0.746832674	-0.095748458	0.598911992
NP_417348.1	WP_001107125.1	100	100	ygeY	b2872	ygeY	LF82_RS14920	-0.283655202	0.408019187	0.341490977	0.19824676
NP_416702.1	WP_000186540.1	100	100	ccmD	b2198	ccmD	LF82_RS11580	-0.156388491	0.666168013	-0.037569763	NA
NP_417796.1	WP_000289085.1	100	100	bfd	b3337	bfd	LF82_RS17475	0.505756093	0.138487037	0.087822543	0.774715097
NP_415574.1	WP_000749266.1	100	99.476	yceI	b1056	yceI	LF82_RS05345	-0.223265248	0.516939162	0.837059797	2.86092E-05
NP_414949.1	WP_001021161.1	100	100	ribE	b0415	ribE	LF82_RS02040	0.137049181	0.67648845	-0.116571098	0.281569725
NP_414748.1	WP_001052743.1	100	99.203	gloB	b0212	gloB	LF82_RS01105	-0.000933199	0.997113376	-0.15993175	0.496369697
NP_418423.1	WP_000934308.1	100	98.101	rsd	b3995	rsd	LF82_RS21090	-0.157243712	0.661550537	-0.601803051	0.000700954
NP_417749.1	WP_000022450.1	100	98.54	mscL	b3291	mscL	LF82_RS17240	0.404299994	0.143491382	-0.123280101	0.51120627
NP_418755.4	WP_001298064.1	100	99.478	yjiM	b4335	yjiM	LF82_RS23180	-0.060786013	0.879540677	0.042017753	0.875158237
NP_416842.1	WP_001195816.1	100	98.137	sixA	b2340	sixA	LF82_RS12290	-0.498348463	0.076721912	-0.076588428	0.667476627
NP_416150.1	WP_001030339.1	100	100	nth	b1633	nth	LF82_RS08490	-0.387646514	0.220054392	0.131109928	0.357850543
NP_415195.1	WP_000184559.1	100	97.187	ubiF	b0662	ubiF	LF82_RS03105	0.623662479	0.030129441	-0.398057636	0.023619193
NP_416953.1	WP_000582977.1	100	100	eutD	b2458	pta	LF82_RS12750	-0.140130176	NA	0.019735062	NA
NP_418040.1	WP_000893157.1	100	96.104	sgbE	b3583	araD	LF82_RS18835	-0.212380873	NA	-0.033505663	0.906235468
NP_417633.4	WP_001298330.1	100	99.719	pnp	b3164	pnp	LF82_RS16585	0.278393355	0.336673785	-0.0825775	0.393082676
NP_418504.1	WP_000610605.1	100	98.156	mdtP	b4080	mdtP	LF82_RS21650	-0.428934101	NA	0.097335305	0.74590963
NP_417483.2	WP_001298382.1	94	99.666	yqhC	b3010	yqhC	LF82_RS15775	-0.180785367	0.612711682	0.204284081	0.368818982
NP_416884.1	WP_000955876.1	100	98.315	fryA	b2383	ptsP	LF82_RS12430	-0.230462799	0.510753908	0.137510443	0.598799721
NP_417957.1	WP_000160795.1	100	99.111	gor	b3500	gorA	LF82_RS18320	-0.113882149	0.688211656	0.444447152	0.000211376
NP_417927.1	WP_000130621.1	100	100	tusA	b3470	tusA	LF82_RS18165	-0.116131201	0.759408947	0.08678865	0.673655727
NP_416808.1	WP_000156131.1	100	95.608	rpnB	b2305	rpnB	LF82_RS12115	-0.002195027	0.994760488	0.100160896	0.7192724
NP_416726.1	WP_000339055.1	100	99.537	atoA	b2222	atoA	LF82_RS11710	NA	NA	-0.148100934	NA
NP_417173.1	WP_000611804.1	100	100	gshA	b2688	gshA	LF82_RS13935	0.136098213	0.62309216	0.130961771	0.123723696
NP_418275.1	WP_000045178.1	100	100	udp	b3831	udp	LF82_RS20175	-0.369025552	0.26373088	-0.501789886	1.30077E-06
NP_415979.2	WP_000077285.1	100	96.296	yddH	b1462	yddH	LF82_RS07535	-0.00895456	NA	-0.055792473	NA
NP_416571.1	WP_000043676.1	100	97.738	dgcE	b2067	dgcE	LF82_RS10910	0.390001117	0.176785443	-0.655101576	0.000689801
NP_414555.1	WP_000516135.1	100	100	dnaK	b0014	dnaK	LF82_RS00065	0.101773223	0.798923238	-0.047052045	0.673093721
NP_418797.1	WP_001143203.1	100	99.225	yjjI	b4380	yjjI	LF82_RS23405	0.133836262	0.716625601	0.064015859	0.776008034
NP_416379.1	WP_077393227.1	100	97.333	nudB	b1865	nudB	LF82_RS09715	0.390871884	0.197806582	-0.608855366	2.13121E-11
NP_414854.1	WP_000111851.1	100	97.67	yahF	b0320	fdrA	LF82_RS01660	-0.182541811	NA	-0.015828203	0.958522111
NP_416239.1	WP_000267670.1	100	99.65	yniA	b1725	yniA	LF82_RS08970	0.262968022	0.43996306	0.16414905	0.547707655
NP_415296.1	WP_000951218.1	100	99.711	bioB	b0775	bioB	LF82_RS03665	-0.120709905	NA	-0.052186393	0.869116263
NP_416894.1	WP_000376337.1	100	100	nupC	b2393	nupC	LF82_RS12480	-0.062151545	0.878253096	-0.545596552	6.03746E-07
NP_416221.1	WP_000175578.1	100	97.699	selO	b1706	selO	LF82_RS08875	-0.660520922	0.00272625	0.761940824	6.0913E-10
YP_026286.1	WP_000205813.1	100	99.4	ytfR	b4485	ytfR	LF82_RS22715	-0.448213904	0.180513559	-0.328951905	0.206306263
NP_415121.1	WP_000640938.1	100	97.576	fepG	b0589	fepG	LF82_RS02780	1.136074525	0.000489175	-0.304929211	0.234823871
NP_416555.2	WP_015912529.1	100	94.34	gmm	b2051	gmm	LF82_RS10830	0.048133499	NA	-0.059540778	NA
NP_415554.4	WP_001308552.1	100	98.773	ycdZ	b1036	ycdZ	LF82_RS05230	-0.28380162	0.394719555	-0.417774011	0.005027351
NP_416721.1	WP_001061917.1	100	100	rcsB	b2217	rcsB	LF82_RS11685	-0.193106333	0.452804058	0.36707025	0.00078569
NP_415213.1	WP_000848387.1	100	100	seqA	b0687	seqA	LF82_RS03265	-0.078605464	0.81842194	-0.289300858	0.008206029
NP_414961.4	WP_001000985.1	100	98.899	yajR	b0427	yajR	LF82_RS02100	0.094733788	0.771596123	0.269392457	0.056713619
NP_414733.1	WP_000635528.1	100	97.143	arfB	b0191	arfB	LF82_RS01000	-0.033417142	0.937368945	-0.062933838	0.750640087
NP_416724.1	WP_000125281.1	100	99.783	atoC	b2220	atoC	LF82_RS11700	0.010438224	0.980245752	0.261059514	0.302059069
NP_414625.1	WP_000625658.1	100	100	ftsL	b0083	ftsL	LF82_RS00435	0.035976067	0.913360477	-0.137182027	0.246891695
NP_418109.1	WP_000678406.1	100	98.846	recG	b3652	recG	LF82_RS19145	0.126786416	0.73777456	-0.051593253	0.680855225
NP_415980.1	WP_000187876.1	100	96.441	nhoA	b1463	nhoA	LF82_RS07540	-2.05572954	3.07373E-07	-0.022386528	0.939252058
NP_416323.4	WP_001351125.1	100	99.123	yoaB	b1809	yoaB	LF82_RS09385	0.570692393	0.040133025	-0.672362744	1.99341E-05
NP_417699.1	WP_001192323.1	100	98.667	zapE	b3232	zapE	LF82_RS16890	0.122000105	0.740774637	-0.176854187	0.33651285
NP_417935.1	WP_001008954.1	100	99.278	nikC	b3478	nikC	LF82_RS18205	0.054479887	0.89051776	0.246777944	NA
NP_418512.1	WP_001361478.1	100	99.678	alsB	b4088	alsB	LF82_RS21695	0.428446607	0.199099031	0.263292137	0.321328406
NP_416278.1	WP_001298241.1	100	99.712	selD	b1764	selD	LF82_RS09160	-0.043513804	0.9071281	0.226602765	0.038984923
NP_418358.1	WP_000323555.1	100	99.296	uspD	b3923	uspD	LF82_RS20685	-0.249450104	0.470518864	0.622458801	0.005498741
NP_415647.1	WP_000734671.1	100	99.794	phoQ	b1129	phoQ	LF82_RS05715	0.211014191	0.467364508	-0.396400078	0.000591679
NP_418064.1	WP_001277561.1	100	100	cysE	b3607	cysE	LF82_RS18935	-0.264051725	0.363692105	0.524108629	8.37233E-07
NP_415612.1	WP_000103754.1	100	100	acpP	b1094	acpP	LF82_RS05535	-0.224096107	0.382860978	-0.054093388	0.620508916
NP_417740.1	WP_000451241.1	100	96.691	aroE	b3281	aroE	LF82_RS17195	-0.3720738	0.1681595	0.671637506	2.02161E-07
NP_418177.1	WP_000643246.1	99	98.276	bglB	b3721	bglB	LF82_RS19545	-0.381022494	NA	0.065120839	0.837164143
NP_417728.4	WP_001258951.1	100	97.959	yhdJ	b3262	yhdJ	LF82_RS17090	-0.252720119	0.451823028	-0.047225296	0.855229613
NP_416912.1	WP_000522247.1	100	100	crr	b2417	crr	LF82_RS12605	0.29243278	0.260427004	-0.548852206	1.18182E-14
NP_418680.1	WP_000786399.1	100	99.32	holC	b4259	holC	LF82_RS22865	0.182426555	0.516937074	-0.594013394	3.23856E-05
NP_417012.1	WP_000003317.1	100	100	rlmN	b2517	rlmN	LF82_RS13020	-0.173946898	0.62309216	-0.167759595	0.09390631
NP_416648.1	WP_000553553.1	100	99.66	cdd	b2143	cdd	LF82_RS11285	-1.538142118	0.001399925	-0.201483803	0.15344854
NP_416651.1	WP_001136311.1	100	97.573	preT	b2146	preT	LF82_RS11300	-0.297918234	0.384922577	-0.215616645	0.429676085
NP_415410.1	WP_000077098.1	100	97.63	ftsK	b0890	ftsK	LF82_RS04290	0.389569421	0.07750747	-0.397491564	2.57935E-08
NP_416325.1	WP_000457334.1	100	100	yoaH	b1811	yoaH	LF82_RS09400	0.054131509	0.894669092	-0.285393745	0.253630544
NP_415553.1	WP_001001909.1	100	99.457	ycdY	b1035	ycdY	LF82_RS05225	0.272930734	0.390979062	-0.024221558	0.908873484
NP_415810.1	WP_001250202.1	100	99.452	sapA	b1294	sapA	LF82_RS06925	0.300029573	0.270301307	-0.557442825	9.79109E-05
NP_414698.1	WP_001295564.1	100	100	erpA	b0156	erpA	LF82_RS00830	-0.081750677	0.839037825	-0.460842162	0.022828697
NP_414633.1	WP_001096048.1	100	99.796	murC	b0091	murC	LF82_RS00475	0.201614764	0.439831115	-0.086327275	0.474649443
NP_416519.4	WP_000803366.1	100	99.676	yeeY	b2015	yeeY	LF82_RS10675	0.160506403	0.623434937	-0.231650112	0.233350655
NP_415248.1	WP_000785834.1	100	100	gltA	b0720	gltA	LF82_RS03375	-0.173337208	0.618063522	-0.108581749	0.489175941
NP_418181.1	WP_000063125.1	100	100	pstB	b3725	pstB	LF82_RS19565	-0.071989785	0.864321664	-0.077405926	0.716605158
NP_417994.2	WP_000988308.1	100	100	bcsF	b3537	bcsF	LF82_RS18550	-0.4864611	0.105216145	0.303220887	0.23400794
NP_416125.2	WP_001298660.1	100	98.326	rstA	b1608	rstA	LF82_RS08360	-0.362248137	0.202076191	-0.036817848	0.824738252
NP_415846.1	WP_000559878.1	100	98.834	ynaI	b1330	ynaI	LF82_RS07085	-0.485181699	0.059797835	0.505798251	0.006559348
NP_416420.1	WP_000797555.1	100	99.752	tyrP	b1907	tyrP	LF82_RS09905	-0.131598831	0.725581509	-0.068348129	0.75956383
NP_418376.1	WP_000007515.1	100	98.986	metF	b3941	metF	LF82_RS20800	-0.010240579	NA	0.442663247	0.029622264
NP_414617.1	WP_001300467.1	100	100	leuL	b0075	leuL	LF82_RS00395	-0.146978489	0.686580771	-0.013457508	0.95859627
NP_417773.1	WP_000529945.1	100	100	rpsC	b3314	rpsC	LF82_RS17360	0.005533978	0.98942259	-0.191024063	0.012569457
NP_416137.1	WP_000179503.1	100	99.415	malI	b1620	malI	LF82_RS08420	0.070546334	0.859518468	0.109865345	0.642432966
NP_417631.2	WP_014640215.1	100	99.841	deaD	b3162	deaD	LF82_RS16575	0.273566726	0.418383671	-0.736952333	3.53186E-24
NP_415370.1	WP_001195230.1	100	97.647	grxA	b0849	grxA	LF82_RS04045	-0.500461569	0.115359542	0.441613724	0.038503168
NP_415112.1	WP_000682524.1	100	97.561	ybdJ	b0580	ybdJ	LF82_RS02710	0.016321659	0.971227723	-0.370554387	0.15489566
NP_417655.1	WP_000445413.1	100	100	sfsB	b3188	sfsB	LF82_RS16705	0.399964708	0.218693828	-0.347845792	0.091515703
NP_415294.1	WP_000767411.1	100	98.734	ybhB	b0773	ybhB	LF82_RS03650	-0.218958197	0.517401787	0.736282095	0.000195845
NP_415530.1	WP_001126794.1	100	98.438	rutC	b1010	rutC	LF82_RS05125	NA	NA	NA	NA
NP_416360.1	WP_000024728.1	100	97.26	yebE	b1846	yebE	LF82_RS09610	0.566069943	0.067458107	0.096393759	0.742636141
NP_416845.2	WP_001296261.1	100	100	yfcZ	b2343	yfcZ	LF82_RS12305	1.009938208	0.001116724	-0.130203624	0.490772597
NP_415940.1	WP_000013809.1	100	97.987	ydcJ	b1423	ydcJ	LF82_RS07305	-0.042767762	0.918773601	0.180661113	0.524638617
YP_588449.3	WP_001815854.1	100	95.652	ymiA	b4522	ymiA	LF82_RS06790	0.428882348	0.176856288	-0.212828436	0.388967726
NP_418542.1	WP_255090546.1	100	99.669	melR	b4118	melR	LF82_RS21845	-0.179208433	0.616913952	0.524507245	0.004169982
NP_416437.1	WP_001245691.1	100	99.394	amyA	b1927	amyA	LF82_RS10010	-0.10830984	0.771730784	-0.377207008	0.015894405
NP_418496.1	WP_000220273.1	100	99.103	nrfC	b4072	nrfC	LF82_RS21580	0.090955978	0.808751371	0.090058003	NA
NP_415730.1	WP_000456476.1	100	99.639	prmC	b1212	prmC	LF82_RS06430	0.390947999	0.225138488	-0.476750203	0.00185723
NP_417380.1	WP_014640200.1	100	97.674	gcvH	b2904	gcvH	LF82_RS15080	0.112178198	0.764550865	0.623226766	0.000783803
NP_416954.1	WP_000651284.1	100	99.251	eutT	b2459	eutT	LF82_RS12755	-0.134551923	NA	-0.146640367	NA
NP_417541.1	WP_001065903.1	100	98.425	nfeF	b3070	nfeF	LF82_RS16160	-0.06532117	0.871248466	-0.271405597	0.248591963
NP_416220.1	WP_001313872.1	100	96.825	ydiE	b1705	hemP	LF82_RS08870	0.421437988	0.202163897	-0.131334325	0.653594861
NP_415130.1	WP_001043160.1	100	99.715	cstA	b0598	cstA	LF82_RS02825	0.134297117	0.719350363	0.037566528	0.878509124
NP_418123.2	WP_001298006.1	100	99.317	uhpC	b3667	uhpC	LF82_RS19280	-0.503412036	0.137245128	0.16150573	0.521749535
NP_418666.1	WP_000013038.1	100	99.678	pyrB	b4245	pyrB	LF82_RS22800	0.688054142	0.039038185	0.025040437	0.936186634
NP_414952.1	WP_000154049.1	100	99.419	pgpA	b0418	pgpA	LF82_RS02055	0.019839091	0.963627365	0.089839528	0.610075634
NP_417501.1	WP_000633738.1	100	98.077	ygiN	b3029	ygiN	LF82_RS15905	0.208606162	0.535495435	0.022630933	0.904163112
YP_010051195.1	WP_001297404.1	100	100	yqgG	b4784	yqgG	LF82_RS26380	NA	NA	-0.214429285	0.120833044
NP_417653.1	WP_000271401.1	100	100	rplU	b3186	rplU	LF82_RS16695	-0.018207008	0.966989632	-0.067274976	0.496340371
NP_417044.4	WP_014640190.1	100	97.621	yphG	b2549	yphG	LF82_RS13150	-0.193331282	0.587066249	0.163992373	0.539165546
NP_417542.1	WP_000018005.1	100	99.517	nfeR	b3071	aer	LF82_RS16170	-0.056587638	0.886325685	-0.175070195	0.456791319
NP_418679.1	WP_000416385.1	100	99.79	valS	b4258	valS	LF82_RS22860	0.333910464	0.260133516	-0.472188349	2.11115E-11
NP_414699.1	WP_000964221.1	100	100	yadS	b0157	yadS	LF82_RS00835	0.102665309	0.779465431	0.114981446	0.49632186
NP_417747.1	WP_000744767.1	100	97.902	rsmB	b3289	rsmB	LF82_RS17230	0.167655436	0.618860263	0.098741521	0.399759931
NP_417520.1	WP_000631273.1	100	37.95	yqiI	b3048	zupT	LF82_RS16030	-0.233805846	0.486927706	0.077919996	0.797435042
NP_414709.1	WP_001094557.1	100	99.551	glnD	b0167	glnD	LF82_RS00875	0.272815046	0.390979062	-0.144699683	0.394831712
NP_417938.1	WP_001190062.1	100	100	nikR	b3481	nikR	LF82_RS18220	0.213609424	0.542804622	-0.7561215	0.002006781
NP_415736.2	WP_024190475.1	100	99.134	chaC	b1218	chaC	LF82_RS06465	0.004269109	0.990777721	0.095814292	0.717649849
NP_416563.1	WP_000654485.1	100	98.925	wcaA	b2059	wcaA	LF82_RS10870	-0.077935474	NA	0.110866615	NA
NP_417738.4	WP_001286216.1	100	100	yrdA	b3279	yrdA	LF82_RS17185	-0.34929227	0.262742825	0.326811851	0.080149624
NP_414859.1	WP_000692761.1	100	98.281	yahK	b0325	yahM	LF82_RS25500	-0.240633049	0.446328317	0.032134691	0.85439096
NP_418510.1	WP_000507102.1	100	98.466	alsC	b4086	alsC	LF82_RS21685	-0.080757739	0.844521898	0.062475907	NA
NP_416275.1	WP_000373044.1	100	99.329	gdhA	b1761	gdhA	LF82_RS09150	-0.402820168	0.160738054	0.14969101	0.392522319
NP_416710.1	WP_000778064.1	100	99.758	napA	b2206	napA	LF82_RS11620	1.991242439	1.58511E-05	-0.739935736	2.58112E-05
NP_416424.1	WP_000611328.1	100	99.541	uvrY	b1914	uvrY	LF82_RS09940	0.613397079	0.010937516	-0.42738836	0.001614111
NP_415716.4	WP_001375057.1	100	98.517	dhaM	b1198	dhaM	LF82_RS06360	0.111342004	0.772845191	-0.135549282	0.348862129
NP_415729.1	WP_000804726.1	100	100	prfA	b1211	prfA	LF82_RS06425	0.31239282	0.330304478	-0.458727007	5.04126E-05
NP_417880.1	WP_001232914.1	100	96.805	rtcR	b3422	rtcR	LF82_RS17880	0.114858192	0.761036364	0.091025116	0.758377955
YP_002791250.1	WP_010723117.1	100	100	ypdK	b4680	ypdK	LF82_RS25330	0.012705311	NA	-0.001612475	0.993843894
YP_026210.1	WP_014640218.1	100	98.889	yrdD	b3283	yrdD	LF82_RS17205	-0.595967902	0.052618185	0.878840166	7.1188E-19
NP_415046.4	WP_001298336.1	100	99.769	ybbY	b0513	ybbY	LF82_RS02520	0.149013782	NA	0.175239032	NA
NP_414825.1	WP_001131120.1	100	98.454	ecpC	b0291	ecpC	LF82_RS01460	-0.029977927	0.944426637	-0.1835194	0.413464066
NP_415792.1	WP_000099497.1	100	98.99	acnA	b1276	acnA	LF82_RS06805	0.520178484	0.087938912	-0.205132694	0.233801436
NP_416552.1	WP_001553150.1	100	98.684	cpsG	b2048	cpsG	LF82_RS10815	-0.198820823	NA	-0.236083597	NA
NP_414767.1	WP_000554755.1	100	97.938	yafN	b0232	yafN	LF82_RS01335	-0.043793381	0.91842689	-0.179437805	0.511739868
NP_417566.1	WP_000422149.1	100	100	yqjA	b3095	yqjA	LF82_RS16285	0.06647844	0.86237723	-0.021793229	0.906976016
NP_417160.1	WP_000080947.1	100	100	nrdI	b2674	nrdI	LF82_RS13870	-0.037782468	0.928785203	-0.336124346	0.180825959
NP_415315.4	WP_001331962.1	100	99.308	ybhF	b0794	ybhF	LF82_RS03765	0.145310834	0.683997047	-0.277681829	0.100314183
NP_418114.4	WP_000834420.1	100	99.13	yicJ	b3657	yicJ	LF82_RS19210	-0.009525045	0.982470814	-0.157053718	0.57405066
NP_415738.2	WP_000086194.1	100	98.922	ychO	b1220	ychO	LF82_RS06475	-0.325188868	0.311515958	0.281233017	0.206468442
NP_416725.1	WP_000850540.1	100	100	atoD	b2221	atoD	LF82_RS11705	-0.078186723	NA	-0.076188047	0.804963657
NP_416883.1	WP_000646857.1	100	98.947	ypdC	b2382	ypdC	LF82_RS12425	0.043622743	0.913360477	-0.344164765	0.077832733
NP_415433.4	WP_000705734.1	100	96.021	ycaI	b0913	ycaI	LF82_RS04390	-0.005312046	0.989509438	0.063821272	0.789456596
NP_418400.1	WP_000187001.1	100	98.907	trmA	b3965	trmA	LF82_RS20940	-0.550949052	0.104908309	0.971278697	2.26558E-31
NP_418260.1	WP_000947159.1	100	100	corA	b3816	corA	LF82_RS20015	-0.089171399	0.827110538	-0.070084411	0.582508056
NP_415193.2	WP_001018040.1	100	100	ybeZ	b0660	ybeZ	LF82_RS03095	-0.199435328	0.542804622	0.271236041	0.004691615
NP_414846.1	WP_001313611.1	100	98.571	betB	b0312	betB	LF82_RS01615	-1.213360346	0.003038897	0.232630664	0.184769699
NP_417850.1	WP_000816011.1	100	97.816	hofQ	b3391	hofQ	LF82_RS17725	-0.154350037	0.67252303	0.164890595	0.555406254
YP_002791245.1	WP_010723106.1	100	100	azuC	b4663	azuC	LF82_RS25265	-0.246969062	0.466415342	0.055194207	0.85983332
NP_418635.1	WP_000886909.1	100	99.593	cysQ	b4214	cysQ	LF82_RS22655	-0.202002825	0.559596339	0.207272798	0.238745616
NP_415996.2	WP_000433464.1	100	99.646	maeA	b1479	maeA	LF82_RS07615	0.460434823	0.080138441	-0.415823342	0.000247422
NP_415367.1	WP_001304778.1	100	98.315	rcdA	b0846	rcdA	LF82_RS04030	0.078663167	0.851251043	-0.065117941	0.833368627
NP_417231.1	WP_001090357.1	100	99.789	cysN	b2751	cysN	LF82_RS14280	-0.026795038	0.949064261	-0.211154127	0.434046305
NP_415620.1	WP_000953417.1	100	98.765	fhuE	b1102	fhuE	LF82_RS05575	0.235518721	0.477801676	0.22949931	0.284346896
YP_009518748.2	WP_001101849.1	99	80.952	yahH	b0322	yahG	LF82_RS01670	-0.136716642	NA	-0.013786229	NA
NP_416348.2	WP_001552982.1	100	99.544	letB	b1834	yebT	LF82_RS09545	0.131002832	0.704127952	-0.064246328	0.706385658
NP_415611.1	WP_001008539.1	100	99.59	fabG	b1093	fabG	LF82_RS05530	0.077076374	0.825173107	-0.152922013	0.107128004
NP_417163.1	WP_000985490.1	100	99.75	proV	b2677	proV	LF82_RS13885	0.427940618	0.199478463	-1.386532654	6.29355E-16
NP_418685.1	WP_001338061.1	100	98.795	idnR	b4264	idnR	LF82_RS22890	-0.297417463	0.374643004	0.396562723	0.068347498
NP_416378.1	WP_000907234.1	100	99.593	yebC	b1864	yebC	LF82_RS09710	0.213602193	0.512513142	-0.79584528	5.45144E-20
YP_026187.1	WP_000853188.1	100	98.353	yggP	b4465	yggP	LF82_RS15220	-0.124401657	NA	0.292206971	NA
NP_417500.1	WP_000065432.1	100	99.482	mdaB	b3028	mdaB	LF82_RS15900	-0.247606021	0.419928346	-0.098988896	0.607799784
NP_415594.1	WP_000885856.1	100	96.517	flgE	b1076	flgE	LF82_RS05445	-0.198602921	0.574067953	-0.583614313	2.23731E-09
NP_416493.1	WP_001011484.1	100	98.689	nac	b1988	nac	LF82_RS10390	-0.61639268	0.078312676	-0.009433612	NA
NP_417761.1	WP_001140433.1	100	100	rpmD	b3302	rpmD	LF82_RS17300	0.006003998	0.987935859	-0.188781845	0.058610814
NP_417570.1	WP_000785721.1	100	99.254	yqjE	b3099	yqjE	LF82_RS16305	0.12133065	0.73849032	0.523093956	0.000587038
NP_418413.1	WP_000028878.1	100	100	rplL	b3986	rplL	LF82_RS21045	-0.070220931	0.865735676	-0.133532678	0.139413175
NP_417578.2	WP_001295544.1	100	98.148	yhaL	b3107	yhaL	LF82_RS16340	-0.040048088	0.925288915	-0.188329778	0.479792774
NP_418428.1	WP_001044513.1	100	100	hupA	b4000	hupA	LF82_RS21115	0.054544951	0.879540677	-0.081579771	0.47010781
NP_416582.1	WP_000675178.1	100	96.146	baeS	b2078	baeS	LF82_RS10960	0.042644256	0.918773601	-0.072571891	0.798502186
NP_418363.1	WP_001296623.1	100	100	zapB	b3928	zapB	LF82_RS20710	-0.262517591	0.354610797	0.303130303	0.009131799
NP_416021.1	WP_000876774.1	100	96.591	ydeS	b1504	ydeS	LF82_RS07705	0.10116426	NA	-0.078314186	NA
NP_417302.1	WP_001144329.1	100	96.257	ppdB	b2825	ppdB	LF82_RS14765	0.088828111	NA	0.077248987	NA
NP_418305.1	WP_000190574.1	100	99.427	glnL	b3869	glnL	LF82_RS20390	-0.074622483	0.859411854	0.376783811	0.008760455
YP_009518796.1	WP_001307856.1	100	98.276	yecU	b4752	yecU	LF82_RS25720	0.430851466	NA	-0.285513136	NA
NP_414776.1	WP_000749898.1	100	98.575	phoE	b0241	phoE	LF82_RS01380	-0.109490223	NA	-0.025570195	NA
NP_414588.1	WP_000600725.1	100	100	kefF	b0046	kefF	LF82_RS00240	-0.194625499	0.582697191	0.191570252	0.389597193
YP_002791237.1	WP_001248768.1	98	85.714	sgrT	b4662	sgrR	LF82_RS00370	-0.112151545	0.761729856	0.132785605	NA
NP_415004.1	WP_000467098.1	100	100	ybaB	b0471	ybaB	LF82_RS02325	0.403966395	0.110370773	-0.539027973	5.66223E-07
NP_417968.1	WP_000965671.1	100	99.474	hdeD	b3511	hdeD	LF82_RS18410	-0.003477493	0.992633238	0.047070909	0.878490606
NP_417010.1	WP_000551807.1	100	100	ispG	b2515	ispG	LF82_RS13010	0.553887599	0.00268446	-0.474876024	8.90505E-09
NP_418554.1	WP_000856825.1	100	99.381	dtpC	b4130	dtpC	LF82_RS21915	-0.194978044	0.583030585	0.152409868	0.566691292
NP_416297.1	WP_001019882.1	100	100	yeaG	b1783	yeaG	LF82_RS09265	0.696101161	0.039163856	0.108803337	0.698735848
NP_418799.1	WP_000477822.1	100	99.545	deoA	b4382	deoA	LF82_RS23420	-1.935489182	0.000137917	0.142032691	0.38704432
NP_417995.1	WP_000191567.1	100	98.927	bcsG	b3538	bcsG	LF82_RS18555	-0.24901502	0.274991749	0.316537692	0.004691615
NP_417763.1	WP_000358960.1	100	100	rplR	b3304	rplR	LF82_RS17310	0.063874807	0.875822141	-0.211473625	0.012569457
NP_417676.2	WP_001302019.1	100	99.539	elbB	b3209	elbB	LF82_RS16810	-0.552925017	0.027253104	0.707635183	2.67405E-06
NP_416381.2	WP_000891621.1	100	100	yecD	b1867	yecD	LF82_RS09725	0.019043094	0.965128939	-0.021095846	0.941282157
NP_415803.2	WP_001298115.1	100	94.667	yciW	b1287	yciW	LF82_RS06870	-0.145305256	0.686580771	0.094512694	0.683162857
NP_418631.2	WP_001358011.1	100	98.442	ytfF	b4210	ytfF	LF82_RS22635	-0.079920926	0.839394396	-0.323430575	0.124855438
